Ano da Produção,Título da Produção,Tipo da Produção,Subtipo da Produção,Author 1,Categoria Author 1,Author 2,Categoria Author 2
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DENIS TAVEIRA LAURENTINO DE LIMA,Participante Externo,MICHAEL PAGE,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DENIS TAVEIRA LAURENTINO DE LIMA,Participante Externo,FERNANDO ATIQUE,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DENIS TAVEIRA LAURENTINO DE LIMA,Participante Externo,DANIELA LEAL MUSA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DENIS TAVEIRA LAURENTINO DE LIMA,Participante Externo,JANAINA YAMAMOTO SANTOS,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DENIS TAVEIRA LAURENTINO DE LIMA,Participante Externo,DIEGO S. MORAIS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DENIS TAVEIRA LAURENTINO DE LIMA,Participante Externo,CRISTIANE REGINA MIYASAKA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DENIS TAVEIRA LAURENTINO DE LIMA,Participante Externo,CINTIA R. DE ALMEIDA,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DENIS TAVEIRA LAURENTINO DE LIMA,Participante Externo,LUANNA GABRIELLY MENDES DO NASCIMENTO,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DENIS TAVEIRA LAURENTINO DE LIMA,Participante Externo,JAINE APARECIDA DINIZ,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DENIS TAVEIRA LAURENTINO DE LIMA,Participante Externo,MONALIZA C. DOS SANTOS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GABRIEL SANSIGOLO,Discente - Mestrado,ORLANDO GUARNIERI,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GABRIEL SANSIGOLO,Discente - Mestrado, THOMAS DYSON ROGERS,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GABRIEL SANSIGOLO,Discente - Mestrado,MICHAEL PAGE,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GABRIEL SANSIGOLO,Discente - Mestrado,FERNANDO ATIQUE,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GABRIEL SANSIGOLO,Discente - Mestrado,DANIELA LEAL MUSA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GABRIEL SANSIGOLO,Discente - Mestrado,JANAINA YAMAMOTO SANTOS,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GABRIEL SANSIGOLO,Discente - Mestrado,DIEGO S. MORAIS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GABRIEL SANSIGOLO,Discente - Mestrado,CRISTIANE REGINA MIYASAKA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GABRIEL SANSIGOLO,Discente - Mestrado,CINTIA R. DE ALMEIDA,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GABRIEL SANSIGOLO,Discente - Mestrado,LUANNA GABRIELLY MENDES DO NASCIMENTO,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GABRIEL SANSIGOLO,Discente - Mestrado,JAINE APARECIDA DINIZ,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GABRIEL SANSIGOLO,Discente - Mestrado,MONALIZA C. DOS SANTOS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ORLANDO GUARNIERI,Sem Categoria, THOMAS DYSON ROGERS,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ORLANDO GUARNIERI,Sem Categoria,MICHAEL PAGE,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ORLANDO GUARNIERI,Sem Categoria,FERNANDO ATIQUE,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ORLANDO GUARNIERI,Sem Categoria,DANIELA LEAL MUSA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ORLANDO GUARNIERI,Sem Categoria,JANAINA YAMAMOTO SANTOS,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ORLANDO GUARNIERI,Sem Categoria,DIEGO S. MORAIS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ORLANDO GUARNIERI,Sem Categoria,CRISTIANE REGINA MIYASAKA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ORLANDO GUARNIERI,Sem Categoria,CINTIA R. DE ALMEIDA,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ORLANDO GUARNIERI,Sem Categoria,LUANNA GABRIELLY MENDES DO NASCIMENTO,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ORLANDO GUARNIERI,Sem Categoria,JAINE APARECIDA DINIZ,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ORLANDO GUARNIERI,Sem Categoria,MONALIZA C. DOS SANTOS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO, THOMAS DYSON ROGERS,Participante Externo,MICHAEL PAGE,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO, THOMAS DYSON ROGERS,Participante Externo,FERNANDO ATIQUE,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO, THOMAS DYSON ROGERS,Participante Externo,DANIELA LEAL MUSA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO, THOMAS DYSON ROGERS,Participante Externo,JANAINA YAMAMOTO SANTOS,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO, THOMAS DYSON ROGERS,Participante Externo,DIEGO S. MORAIS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO, THOMAS DYSON ROGERS,Participante Externo,CRISTIANE REGINA MIYASAKA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO, THOMAS DYSON ROGERS,Participante Externo,CINTIA R. DE ALMEIDA,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO, THOMAS DYSON ROGERS,Participante Externo,LUANNA GABRIELLY MENDES DO NASCIMENTO,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO, THOMAS DYSON ROGERS,Participante Externo,JAINE APARECIDA DINIZ,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO, THOMAS DYSON ROGERS,Participante Externo,MONALIZA C. DOS SANTOS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHAEL PAGE,Sem Categoria,FERNANDO ATIQUE,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHAEL PAGE,Sem Categoria,DANIELA LEAL MUSA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHAEL PAGE,Sem Categoria,JANAINA YAMAMOTO SANTOS,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHAEL PAGE,Sem Categoria,DIEGO S. MORAIS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHAEL PAGE,Sem Categoria,CRISTIANE REGINA MIYASAKA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHAEL PAGE,Sem Categoria,CINTIA R. DE ALMEIDA,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHAEL PAGE,Sem Categoria,LUANNA GABRIELLY MENDES DO NASCIMENTO,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHAEL PAGE,Sem Categoria,JAINE APARECIDA DINIZ,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHAEL PAGE,Sem Categoria,MONALIZA C. DOS SANTOS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,FERNANDO ATIQUE,Participante Externo,DANIELA LEAL MUSA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,FERNANDO ATIQUE,Participante Externo,JANAINA YAMAMOTO SANTOS,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,FERNANDO ATIQUE,Participante Externo,DIEGO S. MORAIS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,FERNANDO ATIQUE,Participante Externo,CRISTIANE REGINA MIYASAKA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,FERNANDO ATIQUE,Participante Externo,CINTIA R. DE ALMEIDA,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,FERNANDO ATIQUE,Participante Externo,LUANNA GABRIELLY MENDES DO NASCIMENTO,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,FERNANDO ATIQUE,Participante Externo,JAINE APARECIDA DINIZ,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,FERNANDO ATIQUE,Participante Externo,MONALIZA C. DOS SANTOS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DANIELA LEAL MUSA,Participante Externo,JANAINA YAMAMOTO SANTOS,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DANIELA LEAL MUSA,Participante Externo,DIEGO S. MORAIS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DANIELA LEAL MUSA,Participante Externo,CRISTIANE REGINA MIYASAKA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DANIELA LEAL MUSA,Participante Externo,CINTIA R. DE ALMEIDA,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DANIELA LEAL MUSA,Participante Externo,LUANNA GABRIELLY MENDES DO NASCIMENTO,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DANIELA LEAL MUSA,Participante Externo,JAINE APARECIDA DINIZ,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DANIELA LEAL MUSA,Participante Externo,MONALIZA C. DOS SANTOS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JANAINA YAMAMOTO SANTOS,Participante Externo,DIEGO S. MORAIS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JANAINA YAMAMOTO SANTOS,Participante Externo,CRISTIANE REGINA MIYASAKA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JANAINA YAMAMOTO SANTOS,Participante Externo,CINTIA R. DE ALMEIDA,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JANAINA YAMAMOTO SANTOS,Participante Externo,LUANNA GABRIELLY MENDES DO NASCIMENTO,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JANAINA YAMAMOTO SANTOS,Participante Externo,JAINE APARECIDA DINIZ,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JANAINA YAMAMOTO SANTOS,Participante Externo,MONALIZA C. DOS SANTOS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DIEGO S. MORAIS,Sem Categoria,CRISTIANE REGINA MIYASAKA,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DIEGO S. MORAIS,Sem Categoria,CINTIA R. DE ALMEIDA,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DIEGO S. MORAIS,Sem Categoria,LUANNA GABRIELLY MENDES DO NASCIMENTO,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DIEGO S. MORAIS,Sem Categoria,JAINE APARECIDA DINIZ,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,DIEGO S. MORAIS,Sem Categoria,MONALIZA C. DOS SANTOS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CRISTIANE REGINA MIYASAKA,Participante Externo,CINTIA R. DE ALMEIDA,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CRISTIANE REGINA MIYASAKA,Participante Externo,LUANNA GABRIELLY MENDES DO NASCIMENTO,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CRISTIANE REGINA MIYASAKA,Participante Externo,JAINE APARECIDA DINIZ,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CRISTIANE REGINA MIYASAKA,Participante Externo,MONALIZA C. DOS SANTOS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CINTIA R. DE ALMEIDA,Sem Categoria,LUANNA GABRIELLY MENDES DO NASCIMENTO,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CINTIA R. DE ALMEIDA,Sem Categoria,JAINE APARECIDA DINIZ,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CINTIA R. DE ALMEIDA,Sem Categoria,MONALIZA C. DOS SANTOS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LUANNA GABRIELLY MENDES DO NASCIMENTO,Participante Externo,JAINE APARECIDA DINIZ,Participante Externo
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LUANNA GABRIELLY MENDES DO NASCIMENTO,Participante Externo,MONALIZA C. DOS SANTOS,Sem Categoria
2019,A PLATFORM FOR COLLABORATIVE HISTORICAL RESEARCH BASED ON VOLUNTEERED GEOGRAPHICAL INFORMATION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JAINE APARECIDA DINIZ,Participante Externo,MONALIZA C. DOS SANTOS,Sem Categoria
2019,A REAL TIME ADAPTIVE TEMPLATE MATCHING ALGORITHM IN UAV NAVIGATION USING A SOC SYSTEM,BIBLIOGRÁFICA,TRABALHO EM ANAIS,ALEX GONCALVES SARAIVA,Participante Externo,OSAMU SAOTOME,Participante Externo
2019,A REAL TIME ADAPTIVE TEMPLATE MATCHING ALGORITHM IN UAV NAVIGATION USING A SOC SYSTEM,BIBLIOGRÁFICA,TRABALHO EM ANAIS,ALEX GONCALVES SARAIVA,Participante Externo,ROBERTO D AMORE,Participante Externo
2019,A REAL TIME ADAPTIVE TEMPLATE MATCHING ALGORITHM IN UAV NAVIGATION USING A SOC SYSTEM,BIBLIOGRÁFICA,TRABALHO EM ANAIS,ALEX GONCALVES SARAIVA,Participante Externo,ELCIO HIDEITI SHIGUEMORI,Docente
2019,A REAL TIME ADAPTIVE TEMPLATE MATCHING ALGORITHM IN UAV NAVIGATION USING A SOC SYSTEM,BIBLIOGRÁFICA,TRABALHO EM ANAIS,OSAMU SAOTOME,Participante Externo,ROBERTO D AMORE,Participante Externo
2019,A REAL TIME ADAPTIVE TEMPLATE MATCHING ALGORITHM IN UAV NAVIGATION USING A SOC SYSTEM,BIBLIOGRÁFICA,TRABALHO EM ANAIS,OSAMU SAOTOME,Participante Externo,ELCIO HIDEITI SHIGUEMORI,Docente
2019,A REAL TIME ADAPTIVE TEMPLATE MATCHING ALGORITHM IN UAV NAVIGATION USING A SOC SYSTEM,BIBLIOGRÁFICA,TRABALHO EM ANAIS,ROBERTO D AMORE,Participante Externo,ELCIO HIDEITI SHIGUEMORI,Docente
2019,A SPATIO-TEMPORAL BAYESIAN NETWORK APPROACH FOR DEFORESTATION PREDICTION IN AN AMAZON RAINFOREST EXPANSION FRONTIER,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ALEXSANDRO CANDIDO DE OLIVEIRA SILVA,Discente - Doutorado,LEILA MARIA GARCIA FONSECA,Docente
