Ano da Produção,Título da Produção,Tipo da Produção,Subtipo da Produção,Author 1,Categoria Author 1,Author 2,Categoria Author 2
2017,POSTGIS-T: TOWARDS A SPATIOTEMPORAL POSTGRESQL DATABASE EXTENSION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LUBIA VINHAS,Docente,GILBERTO CAMARA NETO,Docente
2017,PRACTICAL SIMILARITIES AND DIFFERENCES BETWEEN SYSTEMATIC LITERATURE REVIEWS AND SYSTEMATIC MAPPINGS: A TERTIARY STUDY,BIBLIOGRÁFICA,TRABALHO EM ANAIS,BIANCA M. NAPOLEÃO,Sem Categoria,KATIA ROMERO FELIZARDO SCANNAVINO,Participante Externo
2017,PRACTICAL SIMILARITIES AND DIFFERENCES BETWEEN SYSTEMATIC LITERATURE REVIEWS AND SYSTEMATIC MAPPINGS: A TERTIARY STUDY,BIBLIOGRÁFICA,TRABALHO EM ANAIS,BIANCA M. NAPOLEÃO,Sem Categoria,ERICA FERREIRA DE SOUZA,Participante Externo
2017,PRACTICAL SIMILARITIES AND DIFFERENCES BETWEEN SYSTEMATIC LITERATURE REVIEWS AND SYSTEMATIC MAPPINGS: A TERTIARY STUDY,BIBLIOGRÁFICA,TRABALHO EM ANAIS,BIANCA M. NAPOLEÃO,Sem Categoria,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente
2017,PRACTICAL SIMILARITIES AND DIFFERENCES BETWEEN SYSTEMATIC LITERATURE REVIEWS AND SYSTEMATIC MAPPINGS: A TERTIARY STUDY,BIBLIOGRÁFICA,TRABALHO EM ANAIS,KATIA ROMERO FELIZARDO SCANNAVINO,Participante Externo,ERICA FERREIRA DE SOUZA,Participante Externo
2017,PRACTICAL SIMILARITIES AND DIFFERENCES BETWEEN SYSTEMATIC LITERATURE REVIEWS AND SYSTEMATIC MAPPINGS: A TERTIARY STUDY,BIBLIOGRÁFICA,TRABALHO EM ANAIS,KATIA ROMERO FELIZARDO SCANNAVINO,Participante Externo,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente
2017,PRACTICAL SIMILARITIES AND DIFFERENCES BETWEEN SYSTEMATIC LITERATURE REVIEWS AND SYSTEMATIC MAPPINGS: A TERTIARY STUDY,BIBLIOGRÁFICA,TRABALHO EM ANAIS,ERICA FERREIRA DE SOUZA,Participante Externo,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente
2017,QUÃO ACURADAS SÃO AS PROJEÇÕES FINANCEIRAS E ATUARIAIS DO REGIME GERAL DA PREVIDÊNCIA SOCIAL?,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CLAUDIO ALBERTO CASTELO BRANCO PUTY,Participante Externo,CARLOS RENATO LISBOA FRANCES,Participante Externo
2017,QUÃO ACURADAS SÃO AS PROJEÇÕES FINANCEIRAS E ATUARIAIS DO REGIME GERAL DA PREVIDÊNCIA SOCIAL?,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CLAUDIO ALBERTO CASTELO BRANCO PUTY,Participante Externo,SOLON VENANCIO DE CARVALHO,Docente
2017,QUÃO ACURADAS SÃO AS PROJEÇÕES FINANCEIRAS E ATUARIAIS DO REGIME GERAL DA PREVIDÊNCIA SOCIAL?,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CLAUDIO ALBERTO CASTELO BRANCO PUTY,Participante Externo,MARCELINO SILVA DA SILVA,Participante Externo
2017,QUÃO ACURADAS SÃO AS PROJEÇÕES FINANCEIRAS E ATUARIAIS DO REGIME GERAL DA PREVIDÊNCIA SOCIAL?,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CLAUDIO ALBERTO CASTELO BRANCO PUTY,Participante Externo,CARLOS PATRICK ALVES DA SILVA,Participante Externo
2017,QUÃO ACURADAS SÃO AS PROJEÇÕES FINANCEIRAS E ATUARIAIS DO REGIME GERAL DA PREVIDÊNCIA SOCIAL?,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CARLOS RENATO LISBOA FRANCES,Participante Externo,SOLON VENANCIO DE CARVALHO,Docente
2017,QUÃO ACURADAS SÃO AS PROJEÇÕES FINANCEIRAS E ATUARIAIS DO REGIME GERAL DA PREVIDÊNCIA SOCIAL?,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CARLOS RENATO LISBOA FRANCES,Participante Externo,MARCELINO SILVA DA SILVA,Participante Externo
2017,QUÃO ACURADAS SÃO AS PROJEÇÕES FINANCEIRAS E ATUARIAIS DO REGIME GERAL DA PREVIDÊNCIA SOCIAL?,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CARLOS RENATO LISBOA FRANCES,Participante Externo,CARLOS PATRICK ALVES DA SILVA,Participante Externo
2017,QUÃO ACURADAS SÃO AS PROJEÇÕES FINANCEIRAS E ATUARIAIS DO REGIME GERAL DA PREVIDÊNCIA SOCIAL?,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,SOLON VENANCIO DE CARVALHO,Docente,MARCELINO SILVA DA SILVA,Participante Externo
2017,QUÃO ACURADAS SÃO AS PROJEÇÕES FINANCEIRAS E ATUARIAIS DO REGIME GERAL DA PREVIDÊNCIA SOCIAL?,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,SOLON VENANCIO DE CARVALHO,Docente,CARLOS PATRICK ALVES DA SILVA,Participante Externo
2017,QUÃO ACURADAS SÃO AS PROJEÇÕES FINANCEIRAS E ATUARIAIS DO REGIME GERAL DA PREVIDÊNCIA SOCIAL?,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MARCELINO SILVA DA SILVA,Participante Externo,CARLOS PATRICK ALVES DA SILVA,Participante Externo
2017,REACTIVE AGENT-BASED MODEL FOR CONVERGENCE OF AUTONOMOUS VEHICLES TO PARALLEL FORMATIONS HEADING TO PREDEFINED DIRECTIONS OF MOTION,BIBLIOGRÁFICA,TRABALHO EM ANAIS,ELBERT EINSTEIN NEHRER MACAU,Docente,VANDER LUIS DE SOUZA FREITAS,Discente - Doutorado
2017,REGENERATOR OPTIMIZATION OF A CLOSED BRAYTON CYCLE VIA ENTROPY GENERATION MINIMIZATION,BIBLIOGRÁFICA,TRABALHO EM ANAIS,ÉLVIS FALCÃO DE ARAÚJO,Sem Categoria,GUILHERME BORGES RIBEIRO,Participante Externo
2017,REGENERATOR OPTIMIZATION OF A CLOSED BRAYTON CYCLE VIA ENTROPY GENERATION MINIMIZATION,BIBLIOGRÁFICA,TRABALHO EM ANAIS,ÉLVIS FALCÃO DE ARAÚJO,Sem Categoria,LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Docente
2017,REGENERATOR OPTIMIZATION OF A CLOSED BRAYTON CYCLE VIA ENTROPY GENERATION MINIMIZATION,BIBLIOGRÁFICA,TRABALHO EM ANAIS,GUILHERME BORGES RIBEIRO,Participante Externo,LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,RENNAN DE FREITAS BEZERRA MARUJO,Discente - Doutorado,LEILA MARIA GARCIA FONSECA,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,RENNAN DE FREITAS BEZERRA MARUJO,Discente - Doutorado,THALES SEHN KORTING,Participante Externo
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,RENNAN DE FREITAS BEZERRA MARUJO,Discente - Doutorado,HUGO DO NASCIMENTO BENDINI,Participante Externo
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,RENNAN DE FREITAS BEZERRA MARUJO,Discente - Doutorado,GILBERTO RIBEIRO DE QUEIROZ,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,RENNAN DE FREITAS BEZERRA MARUJO,Discente - Doutorado,LUBIA VINHAS,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,RENNAN DE FREITAS BEZERRA MARUJO,Discente - Doutorado,KARINE REIS FERREIRA GOMES,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LEILA MARIA GARCIA FONSECA,Docente,THALES SEHN KORTING,Participante Externo
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LEILA MARIA GARCIA FONSECA,Docente,HUGO DO NASCIMENTO BENDINI,Participante Externo
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LEILA MARIA GARCIA FONSECA,Docente,GILBERTO RIBEIRO DE QUEIROZ,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LEILA MARIA GARCIA FONSECA,Docente,LUBIA VINHAS,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LEILA MARIA GARCIA FONSECA,Docente,KARINE REIS FERREIRA GOMES,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,THALES SEHN KORTING,Participante Externo,HUGO DO NASCIMENTO BENDINI,Participante Externo
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,THALES SEHN KORTING,Participante Externo,GILBERTO RIBEIRO DE QUEIROZ,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,THALES SEHN KORTING,Participante Externo,LUBIA VINHAS,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,THALES SEHN KORTING,Participante Externo,KARINE REIS FERREIRA GOMES,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,HUGO DO NASCIMENTO BENDINI,Participante Externo,GILBERTO RIBEIRO DE QUEIROZ,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,HUGO DO NASCIMENTO BENDINI,Participante Externo,LUBIA VINHAS,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,HUGO DO NASCIMENTO BENDINI,Participante Externo,KARINE REIS FERREIRA GOMES,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GILBERTO RIBEIRO DE QUEIROZ,Docente,LUBIA VINHAS,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GILBERTO RIBEIRO DE QUEIROZ,Docente,KARINE REIS FERREIRA GOMES,Docente
2017,REMOTE SENSING IMAGE PROCESSING FUNCTIONS IN LUA LANGUAGE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LUBIA VINHAS,Docente,KARINE REIS FERREIRA GOMES,Docente
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Alber Sanchez,Participante Externo,LUBIA VINHAS,Docente
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Alber Sanchez,Participante Externo,GILBERTO RIBEIRO DE QUEIROZ,Docente
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Alber Sanchez,Participante Externo,ROLF EZEQUIEL DE OLIVEIRA SIMOES,Discente - Doutorado
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Alber Sanchez,Participante Externo,LUIZ FERNANDO FERREIRA GOMES DE ASSIS,Participante Externo
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Alber Sanchez,Participante Externo,EDUARDO RAFAEL LLAPA RODRIGUEZ,Participante Externo
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Alber Sanchez,Participante Externo,GILBERTO CAMARA NETO,Docente
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,LUBIA VINHAS,Docente,GILBERTO RIBEIRO DE QUEIROZ,Docente
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,LUBIA VINHAS,Docente,ROLF EZEQUIEL DE OLIVEIRA SIMOES,Discente - Doutorado
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,LUBIA VINHAS,Docente,LUIZ FERNANDO FERREIRA GOMES DE ASSIS,Participante Externo
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,LUBIA VINHAS,Docente,EDUARDO RAFAEL LLAPA RODRIGUEZ,Participante Externo
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,LUBIA VINHAS,Docente,GILBERTO CAMARA NETO,Docente
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,GILBERTO RIBEIRO DE QUEIROZ,Docente,ROLF EZEQUIEL DE OLIVEIRA SIMOES,Discente - Doutorado
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,GILBERTO RIBEIRO DE QUEIROZ,Docente,LUIZ FERNANDO FERREIRA GOMES DE ASSIS,Participante Externo
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,GILBERTO RIBEIRO DE QUEIROZ,Docente,EDUARDO RAFAEL LLAPA RODRIGUEZ,Participante Externo
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,GILBERTO RIBEIRO DE QUEIROZ,Docente,GILBERTO CAMARA NETO,Docente
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,ROLF EZEQUIEL DE OLIVEIRA SIMOES,Discente - Doutorado,LUIZ FERNANDO FERREIRA GOMES DE ASSIS,Participante Externo
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,ROLF EZEQUIEL DE OLIVEIRA SIMOES,Discente - Doutorado,EDUARDO RAFAEL LLAPA RODRIGUEZ,Participante Externo
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,ROLF EZEQUIEL DE OLIVEIRA SIMOES,Discente - Doutorado,GILBERTO CAMARA NETO,Docente
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,LUIZ FERNANDO FERREIRA GOMES DE ASSIS,Participante Externo,EDUARDO RAFAEL LLAPA RODRIGUEZ,Participante Externo
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,LUIZ FERNANDO FERREIRA GOMES DE ASSIS,Participante Externo,GILBERTO CAMARA NETO,Docente
2017,REPRODUCIBLE GEOSPATIAL DATA SCIENCE: EXPLORATORY DATA ANALYSIS USING COLLABORATIVE ANALYSIS ENVIRONMENTS,BIBLIOGRÁFICA,TRABALHO EM ANAIS,EDUARDO RAFAEL LLAPA RODRIGUEZ,Participante Externo,GILBERTO CAMARA NETO,Docente
2017,ROOST: REFERENCE ONTOLOGY ON SOFTWARE TESTING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ERICA FERREIRA DE SOUZA,Participante Externo,RICARDO DE ALMEIDA FALBO,Participante Externo
2017,ROOST: REFERENCE ONTOLOGY ON SOFTWARE TESTING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ERICA FERREIRA DE SOUZA,Participante Externo,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente
2017,ROOST: REFERENCE ONTOLOGY ON SOFTWARE TESTING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,RICARDO DE ALMEIDA FALBO,Participante Externo,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente
2017,ROTAS DE PREVENÇÃO: A REDUÇÃO DE VULNERABILIDADE A DESASTRES NO ÂMBITO DAS INFRAESTRUTURAS DE TRANSPORTE E DA MOBILIDADE URBANA NO BRASIL,BIBLIOGRÁFICA,LIVRO,LUCIANA DE RESENDE LONDE,Participante Externo,LEONARDO BACELAR LIMA SANTOS,Docente
2017,ROTAS DE PREVENÇÃO: A REDUÇÃO DE VULNERABILIDADE A DESASTRES NO ÂMBITO DAS INFRAESTRUTURAS DE TRANSPORTE E DA MOBILIDADE URBANA NO BRASIL,BIBLIOGRÁFICA,LIVRO,LUCIANA DE RESENDE LONDE,Participante Externo,VICTOR MARCHEZINI,Participante Externo
2017,ROTAS DE PREVENÇÃO: A REDUÇÃO DE VULNERABILIDADE A DESASTRES NO ÂMBITO DAS INFRAESTRUTURAS DE TRANSPORTE E DA MOBILIDADE URBANA NO BRASIL,BIBLIOGRÁFICA,LIVRO,LEONARDO BACELAR LIMA SANTOS,Docente,VICTOR MARCHEZINI,Participante Externo
2017,SCHEDULING IDENTICAL PARALLEL MACHINES WITH TOOLING CONSTRAINTS,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ANDREZA CRISTINA BEEZAO MOREIRA,Participante Externo,"CORDEAU, JEAN-FRANÇOIS",Sem Categoria
2017,SCHEDULING IDENTICAL PARALLEL MACHINES WITH TOOLING CONSTRAINTS,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ANDREZA CRISTINA BEEZAO MOREIRA,Participante Externo,"LAPORTE, GILBERT",Sem Categoria
2017,SCHEDULING IDENTICAL PARALLEL MACHINES WITH TOOLING CONSTRAINTS,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ANDREZA CRISTINA BEEZAO MOREIRA,Participante Externo,HORACIO HIDEKI YANASSE,Docente
2017,SCHEDULING IDENTICAL PARALLEL MACHINES WITH TOOLING CONSTRAINTS,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,"CORDEAU, JEAN-FRANÇOIS",Sem Categoria,"LAPORTE, GILBERT",Sem Categoria
2017,SCHEDULING IDENTICAL PARALLEL MACHINES WITH TOOLING CONSTRAINTS,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,"CORDEAU, JEAN-FRANÇOIS",Sem Categoria,HORACIO HIDEKI YANASSE,Docente
2017,SCHEDULING IDENTICAL PARALLEL MACHINES WITH TOOLING CONSTRAINTS,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,"LAPORTE, GILBERT",Sem Categoria,HORACIO HIDEKI YANASSE,Docente
2017,SEU MITIGATION FOR SRAM FPGAS: A COMPARISON VIA PROBABILISTIC MODEL CHECKING,BIBLIOGRÁFICA,TRABALHO EM ANAIS,VINY CESAR PEREIRA,Discente - Mestrado,VALDIVINO ALEXANDRE DE SANTIAGO JUNIOR,Docente
2017,SEU MITIGATION FOR SRAM FPGAS: A COMPARISON VIA PROBABILISTIC MODEL CHECKING,BIBLIOGRÁFICA,TRABALHO EM ANAIS,VINY CESAR PEREIRA,Discente - Mestrado,SILVIO MANEA,Participante Externo
2017,SEU MITIGATION FOR SRAM FPGAS: A COMPARISON VIA PROBABILISTIC MODEL CHECKING,BIBLIOGRÁFICA,TRABALHO EM ANAIS,VALDIVINO ALEXANDRE DE SANTIAGO JUNIOR,Docente,SILVIO MANEA,Participante Externo
2017,SEVERE PRECIPITATION IN BRAZIL: DATA MINING APPROACH,BIBLIOGRÁFICA,LIVRO,HELOISA MUSETTI,Participante Externo,HAROLDO FRAGA DE CAMPOS VELHO,Docente
2017,SEVERE PRECIPITATION IN BRAZIL: DATA MINING APPROACH,BIBLIOGRÁFICA,LIVRO,HELOISA MUSETTI,Participante Externo,SAULO RIBEIRO DE FREITAS,Participante Externo
2017,SEVERE PRECIPITATION IN BRAZIL: DATA MINING APPROACH,BIBLIOGRÁFICA,LIVRO,HAROLDO FRAGA DE CAMPOS VELHO,Docente,SAULO RIBEIRO DE FREITAS,Participante Externo
2017,SISTEMA DE VISUALIZAÇÃO DE ESCOAMENTO PARA TURBINAS SEM LÂMINAS APLICADA A MICRORREATORES,BIBLIOGRÁFICA,TRABALHO EM ANAIS,GABRIELA SIQUEIRA DE BARROS SANTOS,Sem Categoria,LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Docente
2017,SISTEMA DE VISUALIZAÇÃO DE ESCOAMENTO PARA TURBINAS SEM LÂMINAS APLICADA A MICRORREATORES,BIBLIOGRÁFICA,TRABALHO EM ANAIS,GABRIELA SIQUEIRA DE BARROS SANTOS,Sem Categoria,GUILHERME MOREIRA PLACCO,Participante Externo
2017,SISTEMA DE VISUALIZAÇÃO DE ESCOAMENTO PARA TURBINAS SEM LÂMINAS APLICADA A MICRORREATORES,BIBLIOGRÁFICA,TRABALHO EM ANAIS,LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Docente,GUILHERME MOREIRA PLACCO,Participante Externo
2017,SISTEMAS DE AVALIAÇÃO ACADÊMICA DE INDIVÍDUOS E INSTITUIÇÕES E SUA INFLUÊNCIA NO INÍCIO DA CARREIRA ACADÊMICA,TÉCNICA,PROGRAMA DE RÁDIO OU TV,ADIEL TEIXEIRA DE ALMEIDA,Participante Externo,AFONSO CARLOS CORREA FLEURY,Participante Externo
2017,SISTEMAS DE AVALIAÇÃO ACADÊMICA DE INDIVÍDUOS E INSTITUIÇÕES E SUA INFLUÊNCIA NO INÍCIO DA CARREIRA ACADÊMICA,TÉCNICA,PROGRAMA DE RÁDIO OU TV,ADIEL TEIXEIRA DE ALMEIDA,Participante Externo,HORACIO HIDEKI YANASSE,Docente
2017,SISTEMAS DE AVALIAÇÃO ACADÊMICA DE INDIVÍDUOS E INSTITUIÇÕES E SUA INFLUÊNCIA NO INÍCIO DA CARREIRA ACADÊMICA,TÉCNICA,PROGRAMA DE RÁDIO OU TV,AFONSO CARLOS CORREA FLEURY,Participante Externo,HORACIO HIDEKI YANASSE,Docente
2017,SMARTCOM: SMART CONSUMPTION MANAGEMENT ARCHITECTURE FOR PROVIDING A USER-FRIENDLY SMART HOME BASED ON METERING AND COMPUTATIONAL INTELLIGENCE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,EDVAR DA LUZ OLIVEIRA,Participante Externo,RODRIGO DIAS ALFAIA,Participante Externo
2017,SMARTCOM: SMART CONSUMPTION MANAGEMENT ARCHITECTURE FOR PROVIDING A USER-FRIENDLY SMART HOME BASED ON METERING AND COMPUTATIONAL INTELLIGENCE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,EDVAR DA LUZ OLIVEIRA,Participante Externo,ANDERSON V. F. SOUTO,Sem Categoria
2017,SMARTCOM: SMART CONSUMPTION MANAGEMENT ARCHITECTURE FOR PROVIDING A USER-FRIENDLY SMART HOME BASED ON METERING AND COMPUTATIONAL INTELLIGENCE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,EDVAR DA LUZ OLIVEIRA,Participante Externo,MARCELINO SILVA DA SILVA,Participante Externo
2017,SMARTCOM: SMART CONSUMPTION MANAGEMENT ARCHITECTURE FOR PROVIDING A USER-FRIENDLY SMART HOME BASED ON METERING AND COMPUTATIONAL INTELLIGENCE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,EDVAR DA LUZ OLIVEIRA,Participante Externo,CARLOS RENATO LISBOA FRANCES,Participante Externo
2017,SMARTCOM: SMART CONSUMPTION MANAGEMENT ARCHITECTURE FOR PROVIDING A USER-FRIENDLY SMART HOME BASED ON METERING AND COMPUTATIONAL INTELLIGENCE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,EDVAR DA LUZ OLIVEIRA,Participante Externo,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente
2017,SMARTCOM: SMART CONSUMPTION MANAGEMENT ARCHITECTURE FOR PROVIDING A USER-FRIENDLY SMART HOME BASED ON METERING AND COMPUTATIONAL INTELLIGENCE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,RODRIGO DIAS ALFAIA,Participante Externo,ANDERSON V. F. SOUTO,Sem Categoria
