Ano da Produção,Título da Produção,Glosada,ISSN,Título do Periódico,DOI,URL,Tipo,Subtipo,Idioma,Autores,Categorias
2019,DATA MINING APPROACHES TO THE REAL-TIME MONITORING AND EARLY WARNING OF CONVECTIVE WEATHER USING LIGHTNING DATA,Sim,,,,http://link.springer.com/10.1007/978-3-030-21205-6_5,BIBLIOGRÁFICA,LIVRO,Idioma Estrangeiro,STEPHAN STEPHANY ; CESAR STRAUSS ; ALAN JAMES PEIXOTO CALHEIROS ; GLAUSTON ROBERTO TEIXEIRA DE LIMA ; JOAO VICTOR CAL GARCIA ; ALEX SANDRO AGUIAR PESSOA,Docente ; Participante Externo ; Docente ; Participante Externo ; Egresso - null ; Egresso - null
2019,DATA MINING OF SPATIO-TEMPORAL VARIABILITY OF CHLOROPHYLL-A CONCENTRATIONS IN A PORTION OF THE WESTERN ATLANTIC WITH LOW PERFORMANCE HARDWARE,Sim,1945-3124,(1945-3124) JOURNAL OF SOFTWARE ENGINEERING AND APPLICATIONS,-,[doi:10.4236/jsea.2019.125010],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,"ITALO FLEXA DI PAOLO ; GOUVEIA, NELSON A. ; NETO, LUIZ C. FERREIRA ; EDUARDO TAVARES PAES ; NANDAMUDI LANKALAPALLI VIJAYKUMAR ; ADAMO LIMA DE SANTANA",Participante Externo ; Sem Categoria ; Sem Categoria ; Participante Externo ; Docente ; Participante Externo
2019,DATA SCIENCE TECHNIQUE APPLICATIONS ON GEOSCIENCES,Sim,,,,,TÉCNICA,APRESENTAÇÃO DE TRABALHO,INGLES,HAROLDO FRAGA DE CAMPOS VELHO,Docente
2019,DETAILED AGRICULTURAL LAND CLASSIFICATION IN THE BRAZILIAN CERRADO BASED ON PHENOLOGICAL INFORMATION FROM DENSE SATELLITE IMAGE TIME SERIES,Sim,0303-2434,(0303-2434) INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,-,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,PORTUGUES,HUGO DO NASCIMENTO BENDINI ; LEILA MARIA GARCIA FONSECA ; MARCEL SCHWIEDER ; THALES SEHN KORTING ; PHILIPPE RUFIN ; IEDA DEL ARCO SANCHES ; PEDRO J LEITAO ; PATRICK HOSTERT,Participante Externo ; Docente ; Participante Externo ; Docente ; Participante Externo ; Participante Externo ; Participante Externo ; Participante Externo
2019,DETECÇÃO AUTOMÁTICA DE OBJETOS GEOESPACIAIS POR AGRUPAMENTO DE PONTOS CARACTERÍSTICOS EM IMAGENS OBTIDAS POR DRONES,Sim,,,,[http://https://proceedings.science/sbsr-2019/papers/deteccao-automatica-de-objetos-geoespaciais-por-agrupamento-de-pontos-caracteristicos-em-imagens-de-obtidas-por-drones],BIBLIOGRÁFICA,TRABALHO EM ANAIS,PORTUGUES,LEONARDO DE SOUZA VIEIRA ; LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES ; ELCIO HIDEITI SHIGUEMORI,Discente - Doutorado ; Docente ; Participante Externo
2019,DETECÇÃO DE MUDANÇAS UTILIZANDO SEGMENTAÇÕES MULTIDATAS E DADOS DE TEXTURA DE IMAGENS LANDSAT5,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,PORTUGUES,LUCIANO VIEIRA DUTRA ; MARIANE SOUZA REIS ; SIDNEI JOAO SIQUEIRA SANT ANNA,Docente ; Participante Externo ; Docente
2019,DETECTING AND REPORTING OBJECT-RELATIONAL MAPPING PROBLEMS: AN INDUSTRIAL REPORT,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,MARCOS FELIPE CARVALHO NAZÁRIO ; EDUARDO MARTINS GUERRA ; RODRIGO BONIFÁCIO ; GUSTAVO PINTO,Sem Categoria ; Docente ; Sem Categoria ; Sem Categoria
2019,DETECTION OF SANDBANKS USING SYNTHETIC APERTURE RADAR IMAGES TIME SERIES,Sim,,,,[http://https://proceedings.science/sbsr-2019/papers/detection-of-sandbanks-using-synthetic-aperture-radar-images-time-series],BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,JOSE ALBERTO SILVA DE SA ; FABIO FURLAN GAMA ; JOSE CLAUDIO MURA ; GILBERTO RIBEIRO DE QUEIROZ ; LUBIA VINHAS ; BRIGIDA RAMATI PEREIRA DA ROCHA,Participante Externo ; Participante Externo ; Participante Externo ; Docente ; Docente ; Participante Externo
2019,"DEVELOPMENT, ENVIRONMENTAL DEGRADATION, AND DISEASE SPREAD IN THE BRAZILIAN AMAZON",Sim,1545-7885,(1545-7885) PLOS BIOLOGY,-,[http://https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000526][doi:10.1371/journal.pbio.3000526],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,ANTONIO MIGUEL VIEIRA MONTEIRO,Docente
2019,DEVELOPMENT OF A FREE PISTON STIRLING ENGINE,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,ANA CAROLINA DOS SANTOS ; RAFAEL THEODORO ; VALERIA SERRANO FAILLACE OLIVEIRA LEITE ; LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Participante Externo ; Participante Externo ; Participante Externo ; Docente
2019,DISTÂNCIA ESTOCÁSTICA APLICADA À INTEGRAÇÃO DE DADOS LANDSAT5/TM E RADARSAT-2 PARA CLASSIFICAÇÃO DE IMAGENS EM CLASSES MISTAS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,PORTUGUES,BRUNA CRISTINA BRAGA ; SIDNEI JOAO SIQUEIRA SANT ANNA ; CORINA DA COSTA FREITAS,Participante Externo ; Docente ; Participante Externo
2019,DRONE AUTONOMOUS NAVIGATION BY HARDWARE IMAGE PROCESSING,Sim,2591-3522,(2591-3522) MECÁNICA COMPUTACIONAL (ONLINE),-,[http://https://amcaonline.org.ar/ojs/index.php/mc/article/view/6040/6033],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,JOSE RENATO GARCIA BRAGA ; HAROLDO FRAGA DE CAMPOS VELHO ; ELCIO HIDEITI SHIGUEMORI ; PATRICK DOHERTY,Egresso - null ; Docente ; Participante Externo ; Sem Categoria
2019,EARTH OBSERVATION OPEN SCIENCE: ENHANCING REPRODUCIBLE SCIENCE USING DATA CUBES,Sim,2306-5729,(2306-5729) DATA,-,[doi:10.3390/data4040147],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,GILBERTO CAMARA NETO,Docente
2019,EFEITO DA VARIAÇÃO DE PARÂMETROS DE CLASSIFICADORES SUPERVISIONADOS PARA MAPEAMENTO DE COBERTURA DA TERRA UTILIZANDO DADOS ALOS/PALSAR,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,PORTUGUES,MARIANE SOUZA REIS ; LUCIANO VIEIRA DUTRA ; MARIA ISABEL SOBRAL ESCADA ; SIDNEI JOAO SIQUEIRA SANT ANNA ; ELIANA PANTALEAO,Participante Externo ; Docente ; Participante Externo ; Docente ; Participante Externo
2019,"EFFECTS OF DIFFERENT METHODS OF RADIOMETRIC CALIBRATION ON THE USE OF TRAINING DATA FOR SUPERVISED CLASSIFICATION OF LANDSAT5/TM IMAGES FROM OTHER DATES,",Sim,,,,[http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8898150&isnumber=8897702],BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,MARIANE SOUZA REIS ; ELIANA PANTALEAO ; LUCIANO VIEIRA DUTRA ; SIDNEI JOAO SIQUEIRA SANT ANNA ; MARIA ISABEL SOBRAL ESCADA,Participante Externo ; Participante Externo ; Docente ; Docente ; Participante Externo
2019,ENHANCEMENT OF THE MULTI-PARTICLE COLLISION ALGORITHM BY MECHANISMS DERIVED FROM THE OPPOSITION-BASED OPTIMIZATION,Sim,2411-1783,(2411-1783) SELECCIONES MATEMATICAS,-,[http://revistas.unitru.edu.pe/index.php/SSMM],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,REYNIER HERNANDEZ TORRES ; HAROLDO FRAGA DE CAMPOS VELHO ; EDUARDO FAVERO PACHECO DA LUZ,Egresso - null ; Docente ; Participante Externo
2019,EPIDEMIC GENETIC ALGORITHM FOR SOLVING INVERSE PROBLEMS: PARALLEL ALGORITHMS,Sim,,,,http://link-springer-com-443.webvpn.fjmu.edu.cn/chapter/10.1007/978-3-030-16077-7_30,BIBLIOGRÁFICA,LIVRO,Idioma Estrangeiro,SABRINA BERGOCH MONTEIRO SAMBATI ; HAROLDO FRAGA DE CAMPOS VELHO ; LEONARDO DAGNINO CHIWIACOWSKY,Participante Externo ; Docente ; Participante Externo
2019,ESCOLA DE VERÃO DO LABORATÓRIO ASSOCIADO DE COMPUTAÇÃO E MATEMÁTICA APLICADA,Sim,,,-,,TÉCNICA,ORGANIZAÇÃO DE EVENTO,PORTUGUES,REINALDO ROBERTO ROSA ; ALAN JAMES PEIXOTO CALHEIROS,Docente ; Docente
2019,ESTRATÉGIA DE DUPLA FILTRAGEM UTILIZANDO O FILTRO DE SAVITZKY-GOLAY EM DADOS ESPECTRAIS DE SUPERNOVAS,Sim,2176-6649,(2176-6649) REVISTA BRASILEIRA DE COMPUTAÇÃO APLICADA,-,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,PORTUGUES,FRANCISCA JOAMILA BRITO DO NASCIMENTO ; REINALDO ROBERTO ROSA ; LUIS RICARDO ARANTES FILHO ; LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Egresso - null ; Docente ; Discente - Doutorado ; Docente
2019,EVALUATING CLASSIFICATION MODELS IN A BURNED AREAS DETECTION APPROACH,Sim,,,,http://link.springer.com/10.1007/978-3-030-24305-0_43,BIBLIOGRÁFICA,LIVRO,Idioma Estrangeiro,OLGA REGINA FRADICO DE OLIVEIRA BITTENCOURT ; FABIANO MORELLI ; CICERO ALVES DOS SANTOS JUNIOR ; RAFAEL DUARTE COELHO DOS SANTOS,Participante Externo ; Participante Externo ; Participante Externo ; Docente
2019,EVALUATING DISTANCE MEASURES FOR IMAGE TIME SERIES CLUSTERING IN LAND USE AND COVER MONITORING,Sim,,,,[http://ceur-ws.org/Vol-2466/paper5.pdf],BIBLIOGRÁFICA,TRABALHO EM ANAIS,PORTUGUES,KARINE REIS FERREIRA GOMES ; LORENA ALVES DOS SANTOS ; MICHELLE CRISTINA ARAUJO PICOLI,Docente ; Discente - Doutorado ; Participante Externo
2019,EVALUATING GROWING SELF-ORGANIZING MAPS FOR SATELLITE IMAGE TIME SERIES CLUSTERING,Sim,,,,[http://www.geoinfo.info/geoinfo_series.htm#PastEditions],BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,RODRIGO DE SALES DA SILVA ADEU ; KARINE REIS FERREIRA GOMES ; PEDRO RIBEIRO DE ANDRADE NETO ; LORENA ALVES DOS SANTOS,Discente - Mestrado ; Docente ; Docente ; Discente - Doutorado
2019,EVALUATION OF IONOSPHERIC MODELS FOR CENTRAL AND SOUTH AMERICAS,Sim,0273-1177,(0273-1177) ADVANCES IN SPACE RESEARCH,-,[http://https://www.sciencedirect.com/science/article/pii/S0273117719306532][doi:10.1016/j.asr.2019.09.005],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,HAROLDO FRAGA DE CAMPOS VELHO,Docente
2019,EXPANDING THE SOY MORATORIUM TO BRAZIL?S CERRADO,Sim,2375-2548,(2375-2548) SCIENCE ADVANCES,-,[doi:10.1126/sciadv.aav7336],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,GILBERTO CAMARA NETO,Docente
2019,EXPLORING OPPORTUNITIES FOR PERFORMANCE IMPROVEMENT IN A GLOBAL CLIMATE MODEL,Sim,,,,[http://https://sol.sbc.org.br/index.php/wscad/article/view/8660],BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,RHUAN EDSON CALDINI COSTA ; CELSO LUIZ MENDES,Discente - Mestrado ; Docente
2019,EXTRAÇÃO DE ATRIBUTOS DE UMA NUVEM DE PONTOS LIDAR,Sim,,,,[http://https://proceedings.science/sbsr-2019/trabalhos/extracao-de-atributos-de-uma-nuvem-de-pontos-lidar],BIBLIOGRÁFICA,TRABALHO EM ANAIS,PORTUGUES,ROBERTO NEVES SALLES ; ELCIO HIDEITI SHIGUEMORI ; HAROLDO FRAGA DE CAMPOS VELHO,Discente - Doutorado ; Participante Externo ; Docente
2019,FENÔMENOS DE TRANSFERÊNCIA COM APLICAÇÕES ÀS CIÊNCIAS FÍSICAS E À ENGENHARIA,Sim,,,,https://www.sbm.org.br/publicacoes/fenomenos-de-transferencia-com-aplicacoes-as-ciencias-fisicas-e-a-engenharia-volume-2-aplicacoes,BIBLIOGRÁFICA,LIVRO,Idioma Nacional,REINALDO ROBERTO ROSA,Docente
2019,FERRAMENTA DE CONTROLE DE ACESSO BASEADO EM GAMIFICAÇÃO,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,PORTUGUES,WESLEI DE PAULA PINTO ; EDUARDO MARTINS GUERRA ; GERSON DA PENHA NETO ; PHYLLIPE DE SOUZA LIMA FRANCISCO,Sem Categoria ; Docente ; Discente - Doutorado ; Discente - Doutorado
2019,FILTERING ALGORITHM FOR MODIS TIME SERIES DATA,Sim,,,,[http://www.geoinfo.info],BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,BRUNO MENINI MATOSAK ; MARCOS ANTONIO DE ALMEIDA RODRIGUES ; TATIANA DIAS TARDELLI UEHARA ; THALES SEHN KORTING ; LEILA MARIA GARCIA FONSECA,Participante Externo ; Participante Externo ; Participante Externo ; Docente ; Docente
2019,FROM SPATIO-TEMPORAL DATA TO CHRONOLOGICAL NETWORKS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,DIDIER AUGUSTO VEGA OLIVEROS ; FRANK MOSHE COTACALLAPA CHOQUE ; LEONARDO NASCIMENTO FERREIRA ; MARCOS GONCALVES QUILES ; ZHAO LIANG ; ELBERT EINSTEIN NEHRER MACAU ; MANOEL FERREIRA CARDOSO,Participante Externo ; Discente - Doutorado ; Participante Externo ; Docente ; Participante Externo ; Docente ; Participante Externo
2019,GERAÇÃO E USO DE MÉTRICAS FENOLÓGICAS EXTRAÍDAS DE SÉRIES TEMPORAIS DE IMAGENS DE SATÉLITE LANDSAT-LIKE PARA CLASSIFICAÇÃO DA AGRICULTURA,Sim,,,,,TÉCNICA,CURSO DE CURTA DURAÇÃO,,HUGO DO NASCIMENTO BENDINI ; LEILA MARIA GARCIA FONSECA ; THALES SEHN KORTING,Participante Externo ; Docente ; Docente
2019,GGSOM: FERRAMENTA DE VISUALIZAÇÃO BASEADA EM MAPAS AUTO ORGANIZÁVEIS,Sim,,,,[http://www.geoinfo.info/geoinfo_series.htm#PastEditions],BIBLIOGRÁFICA,TRABALHO EM ANAIS,BRETAO,FELIPE CARVALHO DE SOUZA ; RAFAEL DUARTE COELHO DOS SANTOS ; KARINE REIS FERREIRA GOMES,Discente - Mestrado ; Docente ; Docente
2019,GLOBAL FIRE SEASON SEVERITY ANALYSIS AND FORECASTING,Sim,0098-3004,(0098-3004) COMPUTERS & GEOSCIENCES,-,[http://https://www.sciencedirect.com/science/article/pii/S0098300419302808?via%3Dihub][doi:10.1016/j.cageo.2019.104339],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,LEONARDO NASCIMENTO FERREIRA ; DIDIER AUGUSTO VEGA OLIVEROS ; ZHAO LIANG ; MANOEL FERREIRA CARDOSO ; ELBERT EINSTEIN NEHRER MACAU,Participante Externo ; Participante Externo ; Participante Externo ; Participante Externo ; Docente
2019,"HIERARCHICAL CLASSIFICATION OF BRAZILIAN SAVANNA PHYSIOGNOMIES USING VERY HIGH SPATIAL RESOLUTION IMAGE, SUPERPIXEL AND GEOBIA",Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,ALANA KASAHARA NEVES ; THALES SEHN KORTING ; LEILA MARIA GARCIA FONSECA ; CESARE DI GIROLAMO NETO ; ANDERSON REIS SOARES,Participante Externo ; Docente ; Docente ; Participante Externo ; Participante Externo
2019,HOW DO URBAN MOBILITY (GEO)GRAPH?S TOPOLOGICAL PROPERTIES FILL A MAP?,Sim,2364-8228,(2364-8228) APPLIED NETWORK SCIENCE,-,[doi:10.1007/s41109-019-0211-7],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,LEONARDO BACELAR LIMA SANTOS ; LUIZ MAX FAGUNDES DE CARVALHO ; WILSON FRANCISCO MOREIRA DE SOUZA SERON ; FLAVIO CODECO COELHO ; ELBERT EINSTEIN NEHRER MACAU ; MARCOS GONCALVES QUILES ; ANTONIO MIGUEL VIEIRA MONTEIRO ; LEONARDO BACELAR LIMA SANTOS ; LUIZ MAX FAGUNDES DE CARVALHO ; WILSON FRANCISCO MOREIRA DE SOUZA SERON ; FLAVIO CODECO COELHO ; ELBERT EINSTEIN NEHRER MACAU ; MARCOS GONCALVES QUILES ; ANTONIO MIGUEL VIEIRA MONTEIRO,Docente ; Participante Externo ; Participante Externo ; Participante Externo ; Docente ; Docente ; Docente ; Docente ; Participante Externo ; Participante Externo ; Participante Externo ; Docente ; Docente ; Docente
2019,HRMA: HYPER-HEURISTIC BASED ON THE RANDOM CHOICE OF MOVE ACCEPTANCE METHODS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,VALDIVINO ALEXANDRE DE SANTIAGO JUNIOR ; ENDER -ZCAN,Docente ; Sem Categoria
2019,HYBRID ADAPTIVE COMPUTATIONAL INTELLIGENCE-BASED MULTISENSOR DATA FUSION APPLIED TO REAL-TIME UAV AUTONOMOUS NAVIGATION,Sim,1988-3064,(1988-3064) INTELIGÊNCIA ARTIFICIAL,-,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,ANGELO DE CARVALHO PAULINO ; LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES ; ELCIO HIDEITI SHIGUEMORI,Participante Externo ; Docente ; Docente
2019,HYDROLOGICAL DYNAMICS AND RURAL MOBILITY: CONSIDERATIONS ON THE CATTLE TRANSIT IN THE SOUTH PANTANAL IN YEARS OF EXTREME EVENTS: THE DROUGHT OF 2010 AND THE FLOOD OF 2014,Sim,2177-2738,(2177-2738) RA'E GA: O ESPAÇO GEOGRÁFICO EM ANÁLISE,-,[http://https://revistas.ufpr.br/raega/article/view/67124/0][doi:10.5380/raega.v46i3.67124],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,ANTONIO MIGUEL VIEIRA MONTEIRO,Docente
2019,IDENTIFYING APPROACHES TO GENERATE TEST CASES IN MODEL-BASED TESTING: A SYSTEMATIC MAPPING,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,MATHEUS MONTEIRO MARIANO ; ERICA FERREIRA DE SOUZA ; ANDRE TAKESHI ENDO ; NANDAMUDI LANKALAPALLI VIJAYKUMAR,Egresso - null ; Egresso - null ; Participante Externo ; Docente
2019,IMAGE PROCESSING FOR UAV AUTONOMOUS NAVIGATION APPLYING SELF-CONFIGURING NEURAL NETWORK,Sim,,,,http://link-springer-com-443.webvpn.fjmu.edu.cn/chapter/10.1007/978-3-030-16077-7_25,BIBLIOGRÁFICA,LIVRO,Idioma Estrangeiro,GERSON DA PENHA NETO ; ELCIO HIDEITI SHIGUEMORI ; HAROLDO FRAGA DE CAMPOS VELHO ; JOSE RENATO GARCIA BRAGA,Discente - Doutorado ; Participante Externo ; Docente ; Egresso - null
2019,IMPROVING THE CLUSTERING SEARCH HEURISTIC: AN APPLICATION TO CARTOGRAPHIC LABELING,Sim,1568-4946,(1568-4946) APPLIED SOFT COMPUTING (PRINT),-,[http://https://www.sciencedirect.com/science/article/pii/S1568494618306306],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,ELISEU JUNIO ARAUJO ; ANTONIO AUGUSTO CHAVES ; LUIZ ANTONIO NOGUEIRA LORENA,Participante Externo ; Participante Externo ; Docente
2019,IMPROVING THE PERFORMANCE OF AN INTEGER LINEAR PROGRAMMING COMMUNITY DETECTION ALGORITHM THROUGH CLIQUE FILTERING,Sim,,,,-,BIBLIOGRÁFICA,LIVRO,INGLES,LUIZ HENRIQUE NOGUEIRA LORENA ; MARCOS GONCALVES QUILES ; LUIZ ANTONIO NOGUEIRA LORENA ; LUIZ HENRIQUE NOGUEIRA LORENA ; MARCOS GONCALVES QUILES ; LUIZ ANTONIO NOGUEIRA LORENA,Participante Externo ; Docente ; Docente ; Participante Externo ; Docente ; Docente
2019,INFLUENCE OF SOIL MOISTURE ON MESOSCALE CONVECTIVE INITIATION IN CENTRAL MEXICO,Sim,2279-7254,(2279-7254) EUROPEAN JOURNAL OF REMOTE SENSING,-,[http://https://doi.org/10.1080/22797254.2019.1700397][doi:10.1080/22797254.2019.1700397],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,"DOLORES, EDGAR ; CAETANO, ERNESTO ; LÓPEZ-BRAVO, LUIS CLEMENTE ; ALAN JAMES PEIXOTO CALHEIROS",Sem Categoria ; Sem Categoria ; Sem Categoria ; Docente
2019,INPPS FLAGSHIP: CLUSTER OF ELECTRIC THRUSTERS,Sim,,,,[http://www.iafastro.org/],BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Docente
2019,INPPS FLAGSHIP WITH IBOSS BUILDING BLOCKS,Sim,,,,[http://www.iafastro.org/],BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Docente
2019,INPPS FLAGSHIP: 2020TH AND 2030TH MARS EXPLORATIONS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Docente
2019,INTELLIGENT CLASSIFICATION OF SUPERNOVAE USING ARTIFICIAL NEURAL NETWORKS,Sim,1988-3064,(1988-3064) INTELIGÊNCIA ARTIFICIAL,-,[doi:10.4114/intartif.vol22iss63pp39-60],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,PORTUGUES,FRANCISCA JOAMILA BRITO DO NASCIMENTO ; LUIS RICARDO ARANTES FILHO ; LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Egresso - null ; Discente - Doutorado ; Docente
2019,INTERNATIONAL WORKSHOP MACHINE LEARNING FOR SPACE AND EARTH OBSERVATION DATA (ML-SEOD),Sim,,,-,,TÉCNICA,ORGANIZAÇÃO DE EVENTO,INGLES,RAFAEL DUARTE COELHO DOS SANTOS ; KARINE REIS FERREIRA GOMES,Docente ; Docente
2019,KILOPOWER THERMO HYDRAULICS REVIEW,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,PATRYCK DA SILVA FERREIRA ; LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Participante Externo ; Docente
2019,LOCAL TIME-STEPPING FOR ADAPTIVE MULTIRESOLUTION USING NATURAL EXTENSION OF RUNGE-KUTTA METHODS,Sim,0021-9991,(0021-9991) JOURNAL OF COMPUTATIONAL PHYSICS (PRINT),-,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,MULLER MOREIRA SOUZA LOPES ; MARGARETE OLIVEIRA DOMINGUES ; Kai Schneider ; ODIM MENDES JUNIOR,Discente - Doutorado ; Docente ; Participante Externo ; Participante Externo
2019,MACHINE AND DEEP LEARNING APPLIED TO GALAXY MORPHOLOGY - A COMPARATIVE STUDY,Sim,2213-1337,(2213-1337) ASTRONOMY AND COMPUTING,-,[doi:10.1016/j.ascom.2019.100334],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,"PAULO HENRIQUE BARCHI ; REINALDO RAMOS DE CARVALHO ; REINALDO ROBERTO ROSA ; RUBENS ANDREAS SAUTTER ; SOARES-SANTOS, M. ; MARQUES, B.A. D. ; ESTEBAN WALTER GONZALEZ CLUA ; GONÇALVES, T.S. ; DE SÁ-FREITAS, C. ; TATIANA COELHO DE MOURA BASTOS",Discente - Doutorado ; Participante Externo ; Docente ; Discente - Doutorado ; Sem Categoria ; Sem Categoria ; Participante Externo ; Sem Categoria ; Sem Categoria ; Participante Externo
2019,MACHINE LEARNING FOR SPACE AND EARTH OBSERVATION DATA (ML-SEOD),Sim,,,-,,TÉCNICA,ORGANIZAÇÃO DE EVENTO,INGLES,RAFAEL DUARTE COELHO DOS SANTOS ; KARINE REIS FERREIRA GOMES ; THALES SEHN KORTING,Docente ; Docente ; Docente
2019,MAPEAMENTO SISTEMÁTICO (SM) E REVISÃO SISTEMÁTICA DE LITERATURA (RS),Sim,,,,,TÉCNICA,APRESENTAÇÃO DE TRABALHO,PORTUGUES,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente
2019,MARS/EUROPA INPPS HIGH POWER SPACE TRANSPORTATION,Sim,,,,[http://www.iafastro.org/],BIBLIOGRÁFICA,TRABALHO EM ANAIS,INGLES,LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Docente
2019,MÍDIA SOCIAL NO SENSORIAMENTO REMOTO,Sim,,,,[http://https://proceedings.science/sbsr-2019/papers/midia-social-no-sensoriamento-remoto],BIBLIOGRÁFICA,TRABALHO EM ANAIS,PORTUGUES,HELENA BOSCOLO ; LUBIA VINHAS,Sem Categoria ; Docente
2019,MODELING SOCIAL AND GEOPOLITICAL DISASTERS AS EXTREME EVENTS: A CASE STUDY CONSIDERING THE COMPLEX DYNAMICS OF INTERNATIONAL ARMED CONFLICTS,Sim,,,,http://link.springer.com/10.1007/978-3-030-21205-6_12,BIBLIOGRÁFICA,LIVRO,Idioma Estrangeiro,REINALDO ROBERTO ROSA ; NEELAKSHI JOSHI ; GABRIEL AUGUSTO LINS LEAL PINHEIRO ; PAULO HENRIQUE BARCHI ; ELCIO HIDEITI SHIGUEMORI,Docente ; Discente - Doutorado ; Discente - Mestrado ; Discente - Doutorado ; Docente
2019,MODELING TOOL FOR SOFTWARE TESTING,Sim,,,,,TÉCNICA,APRESENTAÇÃO DE TRABALHO,PORTUGUES,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente
2019,MULTISTABLE REMOTE SYNCHRONIZATION IN A STAR-LIKE NETWORK OF NON-IDENTICAL OSCILLATORS,Sim,0307-904X,(0307-904X) APPLIED MATHEMATICAL MODELLING,-,[http://https://www.sciencedirect.com/science/article/pii/S0307904X1830636X],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,JULIANA CESTARI LACERDA ; CELSO BERNARDO DA NOBREGA DE FREITAS ; ELBERT EINSTEIN NEHRER MACAU,Discente - Doutorado ; Egresso - null ; Docente
2019,MUNICIPAL SOLID WASTE DISPOSAL IN BRAZIL: IMPROVEMENTS AND CHALLENGES,Sim,1478-9876,(1478-9876) INTERNATIONAL JOURNAL OF ENVIRONMENT AND WASTE MANAGEMENT (PRINT),-,[doi:10.1504/ijewm.2019.099007],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,INGLES,"NASCIMENTO, VICTOR FERNANDEZ ; ANAHI CHIMINI SOBRAL ; MANFRED FEHR ; YESILLER, NAZLI ; PEDRO RIBEIRO DE ANDRADE NETO ; JEAN PIERRE HENRY BALBAUD OMETTO",Sem Categoria ; Participante Externo ; Participante Externo ; Sem Categoria ; Docente ; Participante Externo
2019,NEW FRONTIERS IN REMOTE SENSING APPLICATIONS,Sim,,,,,TÉCNICA,APRESENTAÇÃO DE TRABALHO,INGLES,LEILA MARIA GARCIA FONSECA,Docente
